1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	1
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	1
1	1
1	1
1	0
1	0
1	0
1	1
1	0
1	2
1	2
1	0
1	0
1	0
1	1
1	3
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	1
1	1
1	2
1	2
1	2
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	1
1	1
1	0
1	2
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	1
1	2
1	1
1	3
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	2
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	1
1	0
1	1
1	0
1	1
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	1
1	2
1	0
1	1
1	1
1	0
1	0
1	0
1	0
1	0
1	2
1	1
1	1
1	0
1	2
1	0
1	0
1	0
1	0
1	2
1	0
1	0
1	1
1	1
1	0
1	1
1	2
1	0
1	0
1	0
1	0
1	1
1	0
1	1
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	2
1	0
1	3
1	0
1	0
1	1
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	1
1	0
1	0
1	0
1	0
1	2
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	2
1	0
1	0
1	1
1	0
1	0
1	1
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	2
1	0
1	1
1	1
1	0
1	0
1	3
1	2
1	1
1	0
1	0
1	0
1	0
1	3
1	0
1	0
1	0
1	1
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	2
1	2
1	0
1	1
1	1
1	1
1	0
1	1
1	0
1	2
1	1
1	0
1	0
1	2
1	0
1	2
1	2
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	2
1	0
1	0
1	1
1	1
1	1
1	1
1	0
1	1
1	1
1	0
1	2
1	1
1	0
1	0
1	1
1	0
1	1
1	0
1	0
1	2
1	0
1	1
1	1
1	1
1	0
1	0
1	1
1	0
1	2
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	2
1	1
1	0
1	0
1	0
1	0
1	1
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	1
1	0
1	0
1	1
1	0
1	1
1	2
1	1
1	1
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	1
1	0
1	1
1	1
1	3
1	0
1	0
1	0
1	1
1	2
1	0
1	1
1	1
1	0
1	0
1	0
1	0
1	2
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	1
1	1
1	0
1	1
1	0
1	0
1	1
1	1
1	0
1	0
1	1
1	0
1	0
1	0
1	1
1	0
1	1
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	1
1	0
1	1
1	1
1	1
1	0
1	0
1	3
1	0
1	1
1	1
1	1
1	1
1	0
1	0
1	0
1	1
1	1
1	1
1	3
1	0
1	0
1	0
1	2
1	0
1	2
1	1
1	0
1	1
1	1
1	1
1	0
1	0
1	0
1	1
1	0
1	0
1	0
1	0
1	0
1	1
1	0
1	0
1	2
1	0
1	0
1	0
1	2
1	0
1	0
1	0
1	1
1	0
1	0
2	13
2	16
2	24
2	19
2	15
2	16
2	15
2	15
2	13
2	18
2	0
2	10
2	0
2	19
2	19
2	0
2	0
2	19
2	12
2	18
2	18
2	13
2	23
2	18
2	20
2	12
2	16
2	17
2	23
2	12
2	9
2	16
2	21
2	23
2	0
2	16
2	18
2	14
2	16
2	17
2	17
2	21
2	24
2	18
2	27
2	17
2	18
2	28
2	0
2	18
2	26
2	26
2	15
2	19
2	25
2	22
2	20
2	14
2	18
2	10
2	0
2	20
2	26
2	20
2	0
2	18
2	23
2	21
2	17
2	23
2	0
2	20
2	19
2	17
2	0
2	20
2	18
2	22
2	16
2	22
2	13
2	0
2	21
2	23
2	21
2	17
2	0
2	23
2	0
2	16
2	0
2	10
2	23
2	20
2	13
2	13
2	0
2	20
2	15
2	0
2	0
2	21
2	12
2	21
2	15
2	12
2	20
2	20
2	0
2	25
2	22
2	19
2	18
2	17
2	18
2	0
2	10
2	22
2	29
2	0
2	23
2	26
2	22
2	14
2	19
2	17
2	12
2	24
2	19
2	13
2	19
2	17
2	22
2	15
2	22
2	26
2	19
2	22
2	25
2	13
2	23
2	0
2	20
2	25
2	23
2	0
2	19
2	21
2	22
2	0
2	18
2	15
2	0
2	30
2	18
2	15
2	18
2	22
2	21
2	16
2	0
2	18
2	16
2	0
2	0
2	26
2	8
2	28
2	17
2	19
2	16
2	22
2	20
2	13
2	22
2	18
2	13
2	26
2	14
2	22
2	16
2	18
2	17
2	18
2	21
2	15
2	13
2	21
2	19
2	16
2	21
2	19
2	22
2	18
2	15
2	17
2	18
2	22
2	12
2	10
2	19
2	14
2	19
2	19
2	24
2	22
2	15
2	15
2	20
2	0
2	21
2	0
2	22
2	16
2	12
2	15
2	19
2	0
2	22
2	25
2	0
2	17
2	10
2	0
2	11
2	17
2	17
2	14
2	22
2	0
2	14
2	23
2	16
2	21
2	22
2	18
2	13
2	18
2	17
2	16
2	17
2	20
2	14
2	14
2	14
2	24
2	16
2	18
2	21
2	20
2	18
2	0
2	0
2	16
2	16
2	22
2	0
2	24
2	17
2	20
2	23
2	21
2	21
2	21
2	20
2	20
2	21
2	23
2	15
2	24
2	11
2	19
2	21
2	15
2	17
2	17
2	18
2	22
2	18
2	19
2	0
2	0
2	15
2	23
2	14
2	21
2	15
2	21
2	18
2	0
2	19
2	0
2	19
2	20
2	20
2	14
2	11
2	11
2	0
2	16
2	18
2	0
2	17
2	20
2	17
2	12
2	0
2	17
2	19
2	23
2	20
2	13
2	17
2	21
2	0
2	14
2	26
2	0
2	0
2	17
2	21
2	15
2	0
2	29
2	19
2	0
2	15
2	18
2	21
2	14
2	18
2	20
2	12
2	19
2	18
2	0
2	21
2	17
2	19
2	0
2	19
2	13
2	20
2	17
2	16
2	18
2	21
2	14
2	15
2	18
2	13
2	23
2	12
2	19
2	15
2	20
2	14
2	10
2	0
2	0
2	0
2	15
2	22
2	0
2	22
2	13
2	23
2	0
2	18
2	15
2	17
2	18
2	16
2	16
2	13
2	15
2	11
2	15
2	28
2	14
2	13
2	15
2	0
2	21
2	21
2	18
2	0
2	18
2	21
2	20
2	21
2	22
2	17
2	18
2	14
2	18
2	12
2	15
2	13
2	16
2	0
2	13
2	21
2	0
2	18
2	20
2	18
2	20
2	11
2	15
2	12
2	19
2	17
2	10
2	14
2	22
2	18
2	15
2	18
2	17
2	0
2	19
2	18
2	0
2	17
2	17
2	0
2	16
2	0
2	16
2	0
2	17
2	20
2	25
2	14
2	19
2	18
2	21
2	20
2	0
2	0
2	16
2	20
2	18
2	10
2	0
2	20
2	0
2	13
2	18
2	18
2	22
2	21
2	12
2	0
2	19
2	18
2	20
2	14
2	20
2	0
2	13
2	18
2	13
2	23
2	21
2	18
2	15
2	18
2	18
2	16
2	20
2	13
2	17
2	13
2	21
2	19
2	18
2	20
2	18
2	26
2	15
2	18
2	0
2	15
2	19
2	18
2	0
2	0
2	23
2	15
2	0
2	15
2	16
2	0
2	20
2	0
2	23
2	19
2	0
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	0
3	50
3	0
3	50
3	50
3	0
3	0
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	49
3	50
3	50
3	50
3	0
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	50
3	0
3	50
3	50
3	50
3	50
